id,title_en,company_name,country,location_area,geo_point,created_date_year,created_date_month,created_date_month,created_date_day,created_date_day,created_date_iso_year,created_date_iso_year,created_date_iso_week,created_date_iso_week,created_dt_year,created_dt_month,created_dt_day,created_dt_iso_year,created_dt_iso_week,category_labels_clean,created_date_month,created_date_month,created_date_day,created_date_day,created_date_iso_year,created_date_iso_year,created_date_iso_week,created_date_iso_week,category_label_en,avg_salary
5404899936,Order Picker,Gap Personnel,United Kingdom,UK > North West England > Lancashire > Preston,"(53.757702, -2.70344)",2025,9,9,18,18,2025,2025,38,38,2025,9,18,2025,38,logistics warehouse jobs,9,9,18,18,2025,2025,38,38,Logistics & Warehouse Jobs,25396.0
5414270390,Seamstress / Sewers / Alteration Hands for WAKEFIELD CENTRE,stitch express,United Kingdom,UK > Yorkshire And The Humber > West Yorkshire > Wakefield,"(53.682999, -1.4991)",2025,9,9,25,25,2025,2025,39,39,2025,9,25,2025,39,customer services jobs,9,9,25,25,2025,2025,39,39,Customer Services Jobs,24358.11
5384670531,Care Assistant - Social Care,Home Instead Chelmsford,United Kingdom,UK > Eastern England > Essex > Chelmsford > Hatfield Peverel,"(51.7752, 0.591982)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,healthcare nursing jobs,9,9,5,5,2025,2025,36,36,Healthcare & Nursing Jobs,13.0
5392220236,Cleaner,Trafford Leisure,United Kingdom,UK > North West England > Greater Manchester > Altrincham,"(53.383801, -2.3547)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,domestic help cleaning jobs,9,9,10,10,2025,2025,37,37,Domestic help & Cleaning Jobs,26208.0
5377749584,Teaching Assistant,Northlands Wood Primary Academy,United Kingdom,UK > South East England > West Sussex > Haywards Heath,"(50.997299, -0.103108)",2025,9,9,1,1,2025,2025,36,36,2025,9,1,2025,36,other general jobs,9,9,1,1,2025,2025,36,36,Other/General Jobs,24215.5
5392245855,Credit Review,Global Corporate Investment Bank,United Kingdom,UK > London,"(51.503378, -0.139134)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,accounting finance jobs,9,9,10,10,2025,2025,37,37,Accounting & Finance Jobs,50000.0
5410477478,Executive Assistant to the Managing Director,The Big Phone Store,United Kingdom,UK > West Midlands > Wolverhampton,"(52.585701, -2.12925)",2025,9,9,22,22,2025,2025,39,39,2025,9,22,2025,39,admin jobs,9,9,22,22,2025,2025,39,39,Admin Jobs,33500.0
5392271810,Learning Support Assistant,Chichester Free School,United Kingdom,UK > South East England > West Sussex > Chichester,"(50.836601, -0.780178)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,other general jobs,9,9,10,10,2025,2025,37,37,Other/General Jobs,3.5
5400094336,Residential Kitchen and Bathroom Fitter,Bellamy Contracts Ltd,United Kingdom,UK > Eastern England > Hertfordshire,"(51.841806, -0.219628)",2025,9,9,15,15,2025,2025,38,38,2025,9,15,2025,38,trade construction jobs,9,9,15,15,2025,2025,38,38,Trade & Construction Jobs,37500.0
5413679640,Homelessness Support Worker,Waltham Forest Churches Night Shelter Ltd,United Kingdom,UK > London > East London > Waltham Forest,"(51.591214, -0.006374)",2025,9,9,24,24,2025,2025,39,39,2025,9,24,2025,39,charity voluntary jobs,9,9,24,24,2025,2025,39,39,Charity & Voluntary Jobs,28000.0
5402297758,Warehouse Operator,Rotork,United Kingdom,UK > South West England > Bath & N E Somerset > Bath,"(51.3811, -2.35862)",2025,9,9,16,16,2025,2025,38,38,2025,9,16,2025,38,logistics warehouse jobs,9,9,16,16,2025,2025,38,38,Logistics & Warehouse Jobs,26213.66
5384520608,Supervising Social Worker,Charles Hunter Associates,United Kingdom,UK,"(nan, nan)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,social work jobs,9,9,5,5,2025,2025,36,36,Social work Jobs,40000.0
4327418187,Mirpuri (Pahari-Potwari) Remote Telephone Video Interpreters Required in UK,Recruitment Empire,United Kingdom,UK,"(nan, nan)",2023,9,9,22,22,2023,2023,38,38,2023,9,22,2023,38,customer services jobs,9,9,22,22,2023,2023,38,38,Customer Services Jobs,32796.12
5403273503,Executive Support Manager,CRA GROUP RECRUITMENT AND PAYROLL LTD,United Kingdom,UK > London > South East London > Honor Oak Park,"(51.469555, -0.028035)",2025,9,9,17,17,2025,2025,38,38,2025,9,17,2025,38,admin jobs,9,9,17,17,2025,2025,38,38,Admin Jobs,56432.35
5403177117,Software Developer,Digital Waffle,United Kingdom,UK > South East England > Buckinghamshire > Milton Keynes,"(52.042198, -0.7047)",2025,9,9,17,17,2025,2025,38,38,2025,9,17,2025,38,it jobs,9,9,17,17,2025,2025,38,38,IT Jobs,42500.0
5405826093,Chef. All levels,Elliot Scott Group,United Kingdom,UK > North East England > Tyne & Wear > Newcastle Upon Tyne > Shieldfield,"(54.97568, -1.596529)",2025,9,9,19,19,2025,2025,38,38,2025,9,19,2025,38,hospitality catering jobs,9,9,19,19,2025,2025,38,38,Hospitality & Catering Jobs,15.0
5416160409,Warehouse Operative (Nights),Menzies Distribution Solutions,United Kingdom,UK > Yorkshire And The Humber > West Yorkshire > Leeds > Methley,"(53.7171, -1.415401)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,logistics warehouse jobs,9,9,26,26,2025,2025,39,39,Logistics & Warehouse Jobs,32103.0
5414133640,(URGENT) Overseas Associate Dentist or Associate Dentist (Llanidloes),Woole & Scarra,United Kingdom,UK > Wales > Powys > Llanidloes,"(52.448898, -3.54017)",2025,9,9,25,25,2025,2025,39,39,2025,9,25,2025,39,healthcare nursing jobs,9,9,25,25,2025,2025,39,39,Healthcare & Nursing Jobs,200000.0
5392172036,Application Specialist - DV Cleared,Gattaca PBS,United Kingdom,UK,"(nan, nan)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,it jobs,9,9,10,10,2025,2025,37,37,IT Jobs,66585.19
5416157111,Personal Tax Manager,Addington Ball,United Kingdom,UK > South East England > Buckinghamshire > Milton Keynes > Winterhill,"(52.03389, -0.772204)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,accounting finance jobs,9,9,26,26,2025,2025,39,39,Accounting & Finance Jobs,52500.0
5384844676,Children's support worker- Holiday Cover,Paragon Social Care,United Kingdom,UK > North East England > Tyne & Wear > Gateshead,"(54.936904, -1.587407)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,social work jobs,9,9,5,5,2025,2025,36,36,Social work Jobs,47320.0
5392446461,Care Assistant,Constance Care Limited,United Kingdom,UK > Scotland > East Ayrshire > Kilmarnock,"(55.610001, -4.49922)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,social work jobs,9,9,10,10,2025,2025,37,37,Social work Jobs,21238.07
5412397641,SEN Teacher,GSL Education,United Kingdom,UK > South West England > Dorset > Wareham,"(50.686001, -2.10991)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,teaching jobs,9,9,23,23,2025,2025,39,39,Teaching Jobs,40367.0
5384142196,Structural Engineer,Conrad Consulting,United Kingdom,UK > London,"(nan, nan)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,engineering jobs,9,9,5,5,2025,2025,36,36,Engineering Jobs,41000.0
5396792799,Kitchen Porter,Searcys,United Kingdom,UK > London,"(51.503378, -0.139134)",2025,9,9,12,12,2025,2025,37,37,2025,9,12,2025,37,hospitality catering jobs,9,9,12,12,2025,2025,37,37,Hospitality & Catering Jobs,20257.9
5367625648,Nursery Room Leader,JEM Childcare Solutions,United Kingdom,UK > South East England > Surrey > Leatherhead > Fetcham,"(51.301474, -0.339243)",2025,8,8,25,25,2025,2025,35,35,2025,8,25,2025,35,teaching jobs,8,8,25,25,2025,2025,35,35,Teaching Jobs,25308.680000000004
5386774151,Spanish Teacher,GSL Education,United Kingdom,UK > East Midlands > Nottinghamshire > Nottingham > Daybrook,"(52.997238, -1.14402)",2025,9,9,6,6,2025,2025,36,36,2025,9,6,2025,36,teaching jobs,9,9,6,6,2025,2025,36,36,Teaching Jobs,49530.0
5393981227,Customer Service Agent,Top Level Promotions,United Kingdom,UK > West Midlands > Warwickshire > Nuneaton > Attleborough,"(52.509887, -1.459753)",2025,9,9,11,11,2025,2025,37,37,2025,9,11,2025,37,customer services jobs,9,9,11,11,2025,2025,37,37,Customer Services Jobs,26632.41
4323311028,Chinese Mandarin Remote Telephone Video Interpreters Required Portsmouth,Recruitment Empire,United Kingdom,UK > South East England > Hampshire > Portsmouth,"(50.798901, -1.09116)",2023,9,9,20,20,2023,2023,38,38,2023,9,20,2023,38,customer services jobs,9,9,20,20,2023,2023,38,38,Customer Services Jobs,32832.27
5381026933,Matchday Operations,Atlético London,United Kingdom,UK > Eastern England > Essex > Ilford > Barkingside,"(51.586008, 0.091227)",2025,9,9,3,3,2025,2025,36,36,2025,9,3,2025,36,hospitality catering jobs,9,9,3,3,2025,2025,36,36,Hospitality & Catering Jobs,29150.01
5411854131,Casual Sales Assistant,Sports Direct,United Kingdom,UK > Scotland > East Ayrshire > Kilmarnock,"(55.610001, -4.49922)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,retail jobs,9,9,23,23,2025,2025,39,39,Retail Jobs,23013.09
5385129489,Teaching Assistant,Tradewind Recruitment,United Kingdom,UK > North West England > Merseyside > Wallasey,"(53.429235, -3.05085)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,teaching jobs,9,9,5,5,2025,2025,36,36,Teaching Jobs,23912.0
5416156058,Send Teaching Assistant,Protocol Education,United Kingdom,UK > Yorkshire And The Humber > South Yorkshire > Rotherham > Parkgate,"(53.429159, -1.358344)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,teaching jobs,9,9,26,26,2025,2025,39,39,Teaching Jobs,24619.0
5259913108,Interpreter Translator Required in Barnetby,Translation Empire,United Kingdom,UK,"(nan, nan)",2025,6,6,20,20,2025,2025,25,25,2025,6,20,2025,25,customer services jobs,6,6,20,20,2025,2025,25,25,Customer Services Jobs,19238.1
5407166169,Senior Contracts Engineer,Cammach Bryant Ltd,United Kingdom,UK > Scotland > Aberdeenshire > Aberdeen > Bridge Of Dee,"(57.135482, -2.119378)",2025,9,9,19,19,2025,2025,38,38,2025,9,19,2025,38,energy oil gas jobs,9,9,19,19,2025,2025,38,38,"Energy, Oil & Gas Jobs",50512.63999999999
5404916208,Finance Manager,Driver Hire Grangemouth,United Kingdom,UK > Scotland > Falkirk County > Grangemouth,"(56.018799, -3.71844)",2025,9,9,18,18,2025,2025,38,38,2025,9,18,2025,38,accounting finance jobs,9,9,18,18,2025,2025,38,38,Accounting & Finance Jobs,32000.0
5416157543,Supply Primary Teacher,Connex Education,United Kingdom,UK > East Midlands > Leicestershire > Loughborough,"(52.770802, -1.20435)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,teaching jobs,9,9,26,26,2025,2025,39,39,Teaching Jobs,47190.0
5380625113,Senior Civil Engineer,Gattaca PBS Bullhorn,United Kingdom,UK > South East England > Hampshire > Winchester,"(51.062901, -1.3165)",2025,9,9,3,3,2025,2025,36,36,2025,9,3,2025,36,engineering jobs,9,9,3,3,2025,2025,36,36,Engineering Jobs,60000.0
5416075356,WIP Manager,Robert Half,United Kingdom,UK > London > Central London > The City,"(nan, nan)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,accounting finance jobs,9,9,26,26,2025,2025,39,39,Accounting & Finance Jobs,37500.0
5369130455,Contract Program Manager: French Speaking,Duke Corporate Education,United Kingdom,UK > London,"(nan, nan)",2025,8,8,26,26,2025,2025,35,35,2025,8,26,2025,35,logistics warehouse jobs,8,8,26,26,2025,2025,35,35,Logistics & Warehouse Jobs,49117.35
5394073638,HGV Class 2 Driver Jobs,Driver Hire Torbay,United Kingdom,UK > South West England > Devon > Newton Abbot,"(50.532001, -3.60874)",2025,9,9,11,11,2025,2025,37,37,2025,9,11,2025,37,logistics warehouse jobs,9,9,11,11,2025,2025,37,37,Logistics & Warehouse Jobs,38500.0
5378205867,Customer Service and HR,Major Recruitment,United Kingdom,UK > Eastern England > Norfolk > North Walsham > Swafield,"(52.825775, 1.391456)",2025,9,9,1,1,2025,2025,36,36,2025,9,1,2025,36,hr recruitment jobs,9,9,1,1,2025,2025,36,36,HR & Recruitment Jobs,32300.63
5390730929,Learning Support Assistant- Social and Emotional M,GSL Education,United Kingdom,UK > West Midlands > Warwickshire > Nuneaton > Coton,"(52.522917, -1.465465)",2025,9,9,9,9,2025,2025,37,37,2025,9,9,2025,37,teaching jobs,9,9,9,9,2025,2025,37,37,Teaching Jobs,24050.0
5391001543,Welfare Cleaner,Daniel Owen Ltd,United Kingdom,UK > Eastern England > Cambridgeshire > Cambridge,"(52.202499, 0.131237)",2025,9,9,9,9,2025,2025,37,37,2025,9,9,2025,37,domestic help cleaning jobs,9,9,9,9,2025,2025,37,37,Domestic help & Cleaning Jobs,31023.0
5396164139,Maths Teacher,Vision for Education,United Kingdom,UK > Eastern England > Cambridgeshire > Cambridge,"(52.202499, 0.131237)",2025,9,9,12,12,2025,2025,37,37,2025,9,12,2025,37,teaching jobs,9,9,12,12,2025,2025,37,37,Teaching Jobs,40000.0
5412360881,NG CP Authorised Gateman / Cabin Cleaner,RGBREC Exeter ,United Kingdom,UK > South West England > Plymouth,"(50.370399, -4.14265)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,domestic help cleaning jobs,9,9,23,23,2025,2025,39,39,Domestic help & Cleaning Jobs,41600.0
4888684483,Sales Executive,Charity Link,United Kingdom,UK > Yorkshire And The Humber > West Yorkshire > Halifax > New Bank,"(53.720822, -1.856712)",2024,10,10,4,4,2024,2024,40,40,2024,10,4,2024,40,sales jobs,10,10,4,4,2024,2024,40,40,Sales Jobs,34400.0
5389619033,Electrical Construction Manager,Clear Engineering Recruitment LTD,United Kingdom,UK > London > Central London > The City,"(nan, nan)",2025,9,9,8,8,2025,2025,37,37,2025,9,8,2025,37,trade construction jobs,9,9,8,8,2025,2025,37,37,Trade & Construction Jobs,54118.82
5417160458,Machine Operator,Pertemps,United Kingdom,UK > East Midlands > Northamptonshire > Corby,"(52.489201, -0.679601)",2025,9,9,27,27,2025,2025,39,39,2025,9,27,2025,39,manufacturing jobs,9,9,27,27,2025,2025,39,39,Manufacturing Jobs,25396.0
5396163000,Higher Level Teaching Assistant,Supply Desk,United Kingdom,UK > South East England > Hampshire > Emsworth > Westbourne,"(50.849095, -0.955206)",2025,9,9,12,12,2025,2025,37,37,2025,9,12,2025,37,teaching jobs,9,9,12,12,2025,2025,37,37,Teaching Jobs,24050.0
5410804560,"Cover Supervisor – Step Into the Classroom, Shape the Future",Senovo,United Kingdom,UK > London > Central London > St Lukes,"(51.523679, -0.08799)",2025,9,9,22,22,2025,2025,39,39,2025,9,22,2025,39,teaching jobs,9,9,22,22,2025,2025,39,39,Teaching Jobs,31007.16
5384161495,Cover Supervisor Primary,Tradewind Recruitment,United Kingdom,UK > South West England > Wiltshire > Swindon,"(51.558399, -1.78199)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,teaching jobs,9,9,5,5,2025,2025,36,36,Teaching Jobs,33014.22
5416159606,Teacher,GSL Education,United Kingdom,UK > Yorkshire And The Humber > South Yorkshire > Barnsley,"(53.552898, -1.48127)",2025,9,9,26,26,2025,2025,39,39,2025,9,26,2025,39,teaching jobs,9,9,26,26,2025,2025,39,39,Teaching Jobs,42900.0
5412399197,PPA Teacher - Liverpool,Teaching Personnel Ltd,United Kingdom,UK > North West England > Merseyside > Liverpool,"(53.410801, -2.97784)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,teaching jobs,9,9,23,23,2025,2025,39,39,Teaching Jobs,45832.5
5383000002,1:1 teaching assistant,Protocol Education,United Kingdom,UK > Eastern England > Essex > Colchester > Tiptree,"(51.808133, 0.751302)",2025,9,9,4,4,2025,2025,36,36,2025,9,4,2025,36,teaching jobs,9,9,4,4,2025,2025,36,36,Teaching Jobs,29816.5
5412319877,Social Worker,Opus People Solutions,United Kingdom,UK > Eastern England > Cambridgeshire > Cambridge,"(52.202499, 0.131237)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,social work jobs,9,9,23,23,2025,2025,39,39,Social work Jobs,75920.0
5310096890,Carer - Days,KYN,United Kingdom,UK > London > South East London > Bromley > Hayes,"(51.388003, 0.021721)",2025,7,7,18,18,2025,2025,29,29,2025,7,18,2025,29,healthcare nursing jobs,7,7,18,18,2025,2025,29,29,Healthcare & Nursing Jobs,1242.0
5381623986,Energy Sales Consultant,Radius Limited,United Kingdom,UK > North West England > Cheshire > Crewe,"(53.0951, -2.44177)",2025,9,9,3,3,2025,2025,36,36,2025,9,3,2025,36,sales jobs,9,9,3,3,2025,2025,36,36,Sales Jobs,34194.67
5384816232,Geotechnical Estimator,Red Sky Personnel Ltd,United Kingdom,UK > Eastern England > Suffolk > Leiston > Aldringham,"(52.206965, 1.576962)",2025,9,9,5,5,2025,2025,36,36,2025,9,5,2025,36,trade construction jobs,9,9,5,5,2025,2025,36,36,Trade & Construction Jobs,51401.94
5392388205,Maths Teacher,Teaching Personnel Ltd,United Kingdom,UK > South West England > Devon > Axminster,"(50.781502, -3.00012)",2025,9,9,10,10,2025,2025,37,37,2025,9,10,2025,37,teaching jobs,9,9,10,10,2025,2025,37,37,Teaching Jobs,40193.5
5407166113,Geography Teacher,ABC Teachers,United Kingdom,UK > West Midlands > Shropshire > Telford,"(nan, nan)",2025,9,9,19,19,2025,2025,38,38,2025,9,19,2025,38,teaching jobs,9,9,19,19,2025,2025,38,38,Teaching Jobs,51220.0
5350533348,Delivery Driver,ProLink Transport,United Kingdom,UK > London > Enfield,"(51.6521, -0.081533)",2025,8,8,13,13,2025,2025,33,33,2025,8,13,2025,33,logistics warehouse jobs,8,8,13,13,2025,2025,33,33,Logistics & Warehouse Jobs,30006.63
5389260960,Central Sales Associate,Runway East,United Kingdom,UK > London,"(nan, nan)",2025,9,9,8,8,2025,2025,37,37,2025,9,8,2025,37,sales jobs,9,9,8,8,2025,2025,37,37,Sales Jobs,30425.0
5326669156,Control Engineer,Synergi Recruitment,United Kingdom,UK > London > Hayes,"(51.512699, -0.4211)",2025,7,7,29,29,2025,2025,31,31,2025,7,29,2025,31,engineering jobs,7,7,29,29,2025,2025,31,31,Engineering Jobs,54027.13
5414181430,Senior Day Coach - Children's Residential Home,SuperCare Residential,United Kingdom,UK > South East England > East Sussex > Eastbourne > Old Town,"(50.767263, 0.28303)",2025,9,9,25,25,2025,2025,39,39,2025,9,25,2025,39,social work jobs,9,9,25,25,2025,2025,39,39,Social work Jobs,36108.5
5404255954,HGV Class 2 Driver (Category C),Corus Consultancy,United Kingdom,UK > Eastern England > Essex > Wickford > North Benfleet,"(51.585246, 0.520742)",2025,9,9,18,18,2025,2025,38,38,2025,9,18,2025,38,logistics warehouse jobs,9,9,18,18,2025,2025,38,38,Logistics & Warehouse Jobs,32380.48
5379414549,Personal Care Assistant,Penderels Trust,United Kingdom,UK > Eastern England > Essex > Clacton-On-Sea,"(51.790901, 1.15623)",2025,9,9,2,2,2025,2025,36,36,2025,9,2,2025,36,social work jobs,9,9,2,2,2025,2025,36,36,Social work Jobs,21979.210000000003
5410512728,Acoustic Consultant,Aztrum,United Kingdom,UK > East Midlands > Leicestershire > Loughborough,"(52.770802, -1.20435)",2025,9,9,22,22,2025,2025,39,39,2025,9,22,2025,39,trade construction jobs,9,9,22,22,2025,2025,39,39,Trade & Construction Jobs,37500.0
5405961945,Labourer,Connect Appointments,United Kingdom,UK > Scotland > North Lanarkshire > Airdrie > Glenmavis,"(55.865418, -3.980908)",2025,9,9,19,19,2025,2025,38,38,2025,9,19,2025,38,manufacturing jobs,9,9,19,19,2025,2025,38,38,Manufacturing Jobs,12698.0
5390946547,Retail Supervisor,Toolstation,United Kingdom,UK > South East England > Oxfordshire > Didcot,"(51.606201, -1.24021)",2025,9,9,9,9,2025,2025,37,37,2025,9,9,2025,37,retail jobs,9,9,9,9,2025,2025,37,37,Retail Jobs,27580.0
5396161328,Patent Litigation Paralegal,G2 Legal Limited,United Kingdom,UK > London > South East London > Southwark,"(51.506544, -0.087584)",2025,9,9,12,12,2025,2025,37,37,2025,9,12,2025,37,legal jobs,9,9,12,12,2025,2025,37,37,Legal Jobs,27500.0
5405064748,Cook,Leonard Cheshire,United Kingdom,UK > South West England > Bristol > Soundwell,"(51.467549, -2.514665)",2025,9,9,18,18,2025,2025,38,38,2025,9,18,2025,38,hospitality catering jobs,9,9,18,18,2025,2025,38,38,Hospitality & Catering Jobs,28912.0
5379620792,HSE Officer,Staffline,United Kingdom,UK > West Midlands > Staffordshire > Burntwood > Chasetown,"(52.683314, -1.952134)",2025,9,9,2,2,2025,2025,36,36,2025,9,2,2025,36,engineering jobs,9,9,2,2,2025,2025,36,36,Engineering Jobs,36497.3
5386192919,Hygienist,PortmanDentex,United Kingdom,UK > South East England > Kent > Deal,"(51.221802, 1.40273)",2025,9,9,6,6,2025,2025,36,36,2025,9,6,2025,36,healthcare nursing jobs,9,9,6,6,2025,2025,36,36,Healthcare & Nursing Jobs,57558.66
5230506121,Head Nurse,Puro Search,United Kingdom,UK > Eastern England > Cambridgeshire > Wisbech,"(52.666199, 0.159401)",2025,6,6,3,3,2025,2025,23,23,2025,6,3,2025,23,healthcare nursing jobs,6,6,3,3,2025,2025,23,23,Healthcare & Nursing Jobs,35000.0
5413585592,Cover Teacher,Charles Hunter Associates,United Kingdom,UK,"(nan, nan)",2025,9,9,24,24,2025,2025,39,39,2025,9,24,2025,39,teaching jobs,9,9,24,24,2025,2025,39,39,Teaching Jobs,31200.0
5417267287,Teaching Assistant,Suffolk Jobs Direct,United Kingdom,UK > Eastern England > Suffolk > Ipswich > Martlesham Heath,"(52.064125, 1.263387)",2025,9,9,27,27,2025,2025,39,39,2025,9,27,2025,39,teaching jobs,9,9,27,27,2025,2025,39,39,Teaching Jobs,24215.5
5399251466,"Investment Specialist, Multi Asset",AVEVA,United Kingdom,UK > London,"(nan, nan)",2025,9,9,14,14,2025,2025,37,37,2025,9,14,2025,37,sales jobs,9,9,14,14,2025,2025,37,37,Sales Jobs,46735.41
5389285334,"Veterinary Specialist (Remote, Global Team)",Pearl lemon,United Kingdom,UK > London > South East London,"(51.451818, -0.02806)",2025,9,9,8,8,2025,2025,37,37,2025,9,8,2025,37,healthcare nursing jobs,9,9,8,8,2025,2025,37,37,Healthcare & Nursing Jobs,10.0
5411808322,Business Support Manager - Independent Fostering Agency,Charles Hunter Associates,United Kingdom,UK > Eastern England > Essex,"(51.781756, 0.546014)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,social work jobs,9,9,23,23,2025,2025,39,39,Social work Jobs,28000.0
5377761633,South West Team Leader Dependency and Recovery,Ad Warrior Ltd,United Kingdom,UK > London,"(51.503378, -0.139134)",2025,9,9,1,1,2025,2025,36,36,2025,9,1,2025,36,social work jobs,9,9,1,1,2025,2025,36,36,Social work Jobs,30082.0
5411392391,Primary Teacher,Tradewind Recruitment,United Kingdom,UK > North West England > Merseyside > Liverpool > Huyton,"(53.411999, -2.84262)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,teaching jobs,9,9,23,23,2025,2025,39,39,Teaching Jobs,41982.0
5412360830,Civil 360 operator - £28ph,RGBREC Exeter ,United Kingdom,UK > South West England > Plymouth,"(50.370399, -4.14265)",2025,9,9,23,23,2025,2025,39,39,2025,9,23,2025,39,trade construction jobs,9,9,23,23,2025,2025,39,39,Trade & Construction Jobs,58240.0
5390732207,Head Veterinary Surgeon - Liverpool,Puro Search,United Kingdom,UK > North West England > Merseyside > Liverpool,"(53.410801, -2.97784)",2025,9,9,9,9,2025,2025,37,37,2025,9,9,2025,37,healthcare nursing jobs,9,9,9,9,2025,2025,37,37,Healthcare & Nursing Jobs,75000.0
5334299900,Healthcare Assistant Job in Liverpool,Medicare People,United Kingdom,UK > North West England > Merseyside > Liverpool > Kirkdale,"(53.437388, -2.978884)",2025,8,8,2,2,2025,2025,31,31,2025,8,2,2025,31,healthcare nursing jobs,8,8,2,2,2025,2025,31,31,Healthcare & Nursing Jobs,24513.289999999997
5413655636,Marketing Assistant,un:hurd music,United Kingdom,UK > London,"(51.503378, -0.139134)",2025,9,9,24,24,2025,2025,39,39,2025,9,24,2025,39,pr advertising marketing jobs,9,9,24,24,2025,2025,39,39,"PR, Advertising & Marketing Jobs",25000.0
